Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,55.22999954223633,55.540000915527344,51.9900016784668,52.189998626708984,44.66912078857422,19565400
2020-01-08,52.40999984741211,53.16999816894531,51.400001525878906,52.2400016784668,44.711917877197266,15930100
2020-01-15,52.189998626708984,53.36000061035156,51.70000076293945,52.599998474121094,45.02003479003906,14054500
2020-01-22,52.72999954223633,52.79999923706055,46.63999938964844,47.15999984741211,40.36397171020508,27507300
2020-01-29,48.97999954223633,49.95000076293945,45.72999954223633,48.04999923706055,41.1257209777832,31656900
2020-02-05,48.880001068115234,50.0099983215332,47.45000076293945,48.790000915527344,41.75907897949219,21384200
2020-02-12,49.689998626708984,50.369998931884766,47.229000091552734,47.7400016784668,40.86039733886719,13068100
2020-02-19,47.81999969482422,48.810001373291016,43.58000183105469,43.95000076293945,37.616554260253906,24377100
2020-02-26,44.45000076293945,44.880001068115234,38.04999923706055,40.560001373291016,34.7150764465332,41232000
2020-03-04,41.45000076293945,41.970001220703125,29.315000534057617,31.399999618530273,27.319293975830078,45399700
2020-03-11,30.190000534057617,30.329999923706055,21.950000762939453,26.600000381469727,23.143096923828125,80176900
2020-03-18,24.84000015258789,31.350000381469727,24.510000228881836,28.469999313354492,24.77007484436035,67535100
2020-03-25,29.18000030517578,32.42499923706055,26.920000076293945,29.239999771118164,25.440004348754883,48356100
2020-04-01,27.84000015258789,35.06999969482422,26.924999237060547,32.33000183105469,28.128435134887695,52074400
2020-04-08,32.970001220703125,37.7400016784668,32.36000061035156,35.369998931884766,30.773359298706055,31632400
2020-04-15,33.849998474121094,34.060001373291016,29.6200008392334,30.8799991607666,26.86687469482422,35505100
2020-04-22,31.799999237060547,36.189998626708984,30.8799991607666,35.869998931884766,31.208375930786133,28789400
2020-04-29,37.0,38.09000015258789,31.760000228881836,33.369998931884766,29.033275604248047,37876700
2020-05-06,32.709999084472656,35.40999984741211,31.8799991607666,33.790000915527344,29.39868927001953,23829800
2020-05-13,33.5,38.0099983215332,30.899999618530273,35.63999938964844,31.008270263671875,29842700
2020-05-20,36.34000015258789,38.95000076293945,35.369998931884766,38.790000915527344,33.748905181884766,18827200
2020-05-27,39.95000076293945,41.22999954223633,37.720001220703125,40.599998474121094,35.323673248291016,26514000
2020-06-03,41.4900016784668,45.93000030517578,41.31999969482422,44.40999984741211,39.329917907714844,27981400
2020-06-10,44.38999938964844,44.5,38.95000076293945,42.25,37.41699981689453,29785400
2020-06-17,42.70000076293945,43.0,40.380001068115234,41.349998474121094,36.61994934082031,22046200
2020-06-24,40.599998474121094,41.19499969482422,37.68000030517578,40.7599983215332,36.09743881225586,34619900
2020-07-01,40.75,42.779998779296875,40.33000183105469,41.689998626708984,36.92105484008789,17256000
2020-07-08,41.4900016784668,42.68000030517578,39.16999816894531,42.439998626708984,37.58526611328125,18943700
2020-07-15,43.650001525878906,44.26499938964844,42.119998931884766,43.040000915527344,38.11663055419922,19639200
2020-07-22,42.939998626708984,44.5,41.880001068115234,42.619998931884766,37.74467468261719,23495400
2020-07-29,42.79999923706055,43.63600158691406,39.900001525878906,41.31999969482422,36.593379974365234,25256400
2020-08-05,41.900001525878906,46.06999969482422,41.055999755859375,44.5,39.40961837768555,18821300
2020-08-12,45.220001220703125,45.439998626708984,43.709999084472656,44.709999084472656,39.595603942871094,13047100
2020-08-19,44.689998626708984,46.65999984741211,43.25,45.59000015258789,40.374935150146484,18086000
2020-08-26,45.68000030517578,47.279998779296875,44.470001220703125,47.27000045776367,41.862762451171875,20748800
2020-09-02,47.68000030517578,49.79999923706055,47.41999816894531,47.93000030517578,43.100868225097656,23639500
2020-09-09,48.56999969482422,51.560001373291016,48.5,51.06999969482422,45.92449951171875,24675700
2020-09-16,50.189998626708984,51.25,47.18000030517578,47.79999923706055,42.983970642089844,28039000
2020-09-23,47.68000030517578,48.279998779296875,45.630001068115234,46.56999969482422,41.87789535522461,19466800
2020-09-30,47.189998626708984,49.790000915527344,45.130001068115234,47.880001068115234,43.055904388427734,21017900
2020-10-07,48.45000076293945,50.09000015258789,47.79999923706055,47.880001068115234,43.055904388427734,21779100
2020-10-14,47.84000015258789,50.33000183105469,47.41999816894531,49.34000015258789,44.368812561035156,16276700
2020-10-21,49.380001068115234,50.15999984741211,46.38999938964844,46.56999969482422,41.87789535522461,20627500
2020-10-28,44.939998626708984,49.029998779296875,44.33000183105469,48.72999954223633,43.82026672363281,22592400
2020-11-04,47.95000076293945,54.18000030517578,46.25199890136719,53.459999084472656,48.07370376586914,27213800
2020-11-11,53.5,54.560001373291016,50.20000076293945,54.47999954223633,48.99094009399414,19939600
2020-11-18,54.650001525878906,58.18000030517578,53.91999816894531,57.72999954223633,51.91347885131836,21292700
2020-11-25,57.45000076293945,57.45000076293945,52.79999923706055,53.529998779296875,48.13665008544922,20095200
2020-12-02,53.31999969482422,55.099998474121094,52.689998626708984,54.54999923706055,49.67002487182617,16995500
2020-12-09,54.939998626708984,55.75,53.029998779296875,54.130001068115234,49.287601470947266,14753300
2020-12-16,54.029998779296875,55.75,53.2400016784668,54.66999816894531,49.77928924560547,22434900
2020-12-23,55.02000045776367,55.77000045776367,53.849998474121094,54.33000183105469,49.4697151184082,9216500
2020-12-30,54.349998474121094,56.16999816894531,53.650001525878906,55.79999923706055,50.808197021484375,14419100
2021-01-06,56.95000076293945,61.209999084472656,56.54999923706055,61.040000915527344,55.579437255859375,24400400
2021-01-13,60.75,61.310001373291016,56.33000183105469,57.54999923706055,52.40164566040039,18427300
2021-01-20,57.869998931884766,58.77000045776367,55.65999984741211,55.7400016784668,50.753570556640625,16530600
2021-01-27,54.63999938964844,55.08000183105469,51.33000183105469,54.61000061035156,49.72465896606445,30353700
2021-02-03,54.310001373291016,58.2599983215332,54.03900146484375,56.599998474121094,51.5366325378418,18781600
2021-02-10,57.0,59.35499954223633,56.47999954223633,58.75,53.49429702758789,11827300
2021-02-17,58.58000183105469,62.970001220703125,57.099998474121094,62.119998931884766,56.56282424926758,20247300
2021-02-24,62.0,64.04000091552734,58.79999923706055,62.72999954223633,57.118255615234375,25728400
2021-03-03,62.5,64.2699966430664,60.09000015258789,62.2599983215332,57.32029342651367,25585300
2021-03-10,62.619998931884766,65.2699966430664,61.86000061035156,63.18000030517578,58.16729736328125,22396000
2021-03-17,63.47999954223633,67.2699966430664,60.400001525878906,60.75,55.930091857910156,25942800
2021-03-24,61.599998474121094,65.12000274658203,61.25,64.61000061035156,59.48384475708008,18298900
2021-03-31,64.2699966430664,65.38999938964844,63.47999954223633,64.5999984741211,59.474639892578125,14840900
2021-04-07,64.48999786376953,64.97000122070312,62.45000076293945,63.310001373291016,58.2869873046875,17349300
2021-04-14,63.59000015258789,65.51000213623047,62.279998779296875,62.47999954223633,57.5228385925293,17664500
2021-04-21,62.459999084472656,65.0199966430664,60.45000076293945,62.650001525878906,57.679351806640625,30647600
2021-04-28,63.029998779296875,66.2699966430664,62.29999923706055,66.22000122070312,60.96611404418945,28577600
2021-05-05,66.48999786376953,70.5999984741211,66.13999938964844,68.56999969482422,63.1296501159668,28045000
2021-05-12,68.75,71.37999725341797,67.31999969482422,69.52999877929688,64.01348114013672,19903100
2021-05-19,68.5,70.44999694824219,67.2699966430664,69.04000091552734,63.5623664855957,19220200
2021-05-26,68.83000183105469,70.52999877929688,67.70999908447266,70.41000366210938,64.82367706298828,20270100
2021-06-02,70.31999969482422,71.13999938964844,68.30999755859375,69.37999725341797,64.52462768554688,18435500
2021-06-09,69.25,70.16999816894531,66.44000244140625,67.22000122070312,62.515785217285156,17095100
