Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,145.2899932861328,148.1999969482422,144.30999755859375,145.6999969482422,145.6999969482422,31991300
2020-01-08,145.49000549316406,146.72000122070312,142.2899932861328,145.1999969482422,145.1999969482422,43561300
2020-01-15,145.7100067138672,145.7100067138672,143.00999450683594,143.55999755859375,143.55999755859375,33372100
2020-01-22,144.4499969482422,144.7899932861328,135.0,138.3699951171875,138.3699951171875,54930100
2020-01-29,138.60000610351562,145.58999633789062,134.8300018310547,144.72999572753906,144.72999572753906,69768700
2020-02-05,146.60000610351562,147.3000030517578,138.57000732421875,141.00999450683594,141.00999450683594,67229800
2020-02-12,141.33999633789062,142.22000122070312,138.10000610351562,139.13999938964844,139.13999938964844,33036700
2020-02-19,139.6300048828125,141.8699951171875,127.9800033569336,128.19000244140625,128.19000244140625,61157400
2020-02-26,126.12000274658203,128.3699951171875,113.20999908447266,116.44999694824219,116.44999694824219,138718900
2020-03-04,118.95999908447266,119.23999786376953,102.43000030517578,111.45999908447266,111.45999908447266,109456200
2020-03-11,108.41999816894531,108.9000015258789,90.0,93.52999877929688,93.52999877929688,169030000
2020-03-18,87.58999633789062,99.16999816894531,79.06999969482422,98.12000274658203,98.12000274658203,171201800
2020-03-25,100.66000366210938,107.7300033569336,92.0999984741211,96.5999984741211,96.5999984741211,128327200
2020-04-01,93.5,105.88999938964844,92.55999755859375,101.23999786376953,101.23999786376953,90362000
2020-04-08,100.52999877929688,107.98999786376953,98.6500015258789,106.02999877929688,106.02999877929688,91189000
2020-04-15,104.38999938964844,106.79000091552734,99.12999725341797,100.54000091552734,100.54000091552734,83236200
2020-04-22,101.80000305175781,110.05999755859375,99.45999908447266,106.20999908447266,106.20999908447266,74232100
2020-04-29,109.94000244140625,112.69999694824219,100.55000305175781,101.05999755859375,101.05999755859375,101672200
2020-05-06,101.4800033569336,109.44000244140625,98.86000061035156,104.55999755859375,104.55999755859375,134546500
2020-05-13,104.5,119.77999877929688,99.66000366210938,114.37000274658203,114.37000274658203,133231200
2020-05-20,116.41999816894531,122.51000213623047,116.04000091552734,120.94999694824219,120.94999694824219,69082800
2020-05-27,123.68000030517578,123.77999877929688,114.12000274658203,118.75,118.75,76987900
2020-06-03,119.98999786376953,127.81999969482422,119.31999969482422,123.88999938964844,123.88999938964844,68101900
2020-06-10,124.0199966430664,124.0999984741211,111.70999908447266,118.44000244140625,118.44000244140625,83045400
2020-06-17,118.63999938964844,120.12000274658203,113.11000061035156,116.58999633789062,116.58999633789062,65050800
2020-06-24,115.8499984741211,116.0,108.0199966430664,111.51000213623047,111.51000213623047,77914000
2020-07-01,112.81999969482422,115.5999984741211,112.0,113.62999725341797,113.62999725341797,45012800
2020-07-08,113.4800033569336,120.12999725341797,112.80999755859375,118.66000366210938,118.66000366210938,69465600
2020-07-15,121.62999725341797,122.08999633789062,116.81999969482422,118.62000274658203,118.62000274658203,53262000
2020-07-22,118.19000244140625,119.3499984741211,114.68000030517578,116.18000030517578,116.18000030517578,38786500
2020-07-29,116.22000122070312,118.3499984741211,113.37000274658203,117.29000091552734,117.29000091552734,56334100
2020-08-05,123.37000274658203,132.75999450683594,123.27999877929688,130.49000549316406,130.49000549316406,118741700
2020-08-12,130.6699981689453,133.0,128.36000061035156,128.9199981689453,128.9199981689453,39387200
