Date,Open,High,Low,Close,Adj Close,Volume
2019-12-30,9.789999961853027,10.0649995803833,9.789999961853027,9.986000061035156,9.218814849853516,4882008
2020-01-06,9.949999809265137,10.039999961853027,9.678000450134277,9.87600040435791,9.117267608642578,10245714
2020-01-13,9.843999862670898,10.114999771118164,9.661999702453613,9.970000267028809,9.204044342041016,12114440
2020-01-20,9.911999702453613,10.0,9.394000053405762,9.600000381469727,8.862470626831055,18155424
2020-01-27,9.357999801635742,9.418000221252441,8.607999801635742,8.62399959564209,7.961452007293701,26379382
2020-02-03,8.600000381469727,9.267999649047852,8.527999877929688,8.628000259399414,7.965145111083984,21048031
2020-02-10,8.543999671936035,8.944000244140625,8.411999702453613,8.767999649047852,8.094389915466309,21469023
2020-02-17,8.781999588012695,8.88599967956543,8.661999702453613,8.755999565124512,8.0833101272583,15252371
2020-02-24,8.482000350952148,8.501999855041504,8.010000228881836,8.350000381469727,7.708503246307373,37530224
2020-03-02,8.579999923706055,8.59000015258789,7.802000045776367,7.938000202178955,7.328155517578125,32061120
2020-03-09,7.440000057220459,7.440000057220459,5.622000217437744,6.297999858856201,5.814149856567383,41832183
2020-03-16,5.659999847412109,6.380000114440918,5.01200008392334,5.644000053405762,5.210393905639648,40863671
2020-03-23,5.239999771118164,5.553999900817871,4.783999919891357,5.2820000648498535,4.876204967498779,54659770
2020-03-30,5.349999904632568,5.541999816894531,5.021999835968018,5.208000183105469,4.80789041519165,23095094
2020-04-06,5.2820000648498535,6.276000022888184,5.265999794006348,6.093999862670898,5.6258225440979,17408946
2020-04-13,6.093999862670898,6.2220001220703125,5.296000003814697,5.590000152587891,5.1605424880981445,15445299
2020-04-20,5.599999904632568,5.921999931335449,5.478000164031982,5.771999835968018,5.328559875488281,12509491
2020-04-27,5.9120001792907715,6.099999904632568,5.711999893188477,5.711999893188477,5.448616981506348,11281543
2020-05-04,5.498000144958496,5.611999988555908,4.880000114440918,5.170000076293945,4.931609153747559,24646304
2020-05-11,5.205999851226807,5.486000061035156,4.918000221252441,5.0879998207092285,4.853389739990234,20109346
2020-05-18,5.177999973297119,5.515999794006348,4.881999969482422,5.01800012588501,4.786617755889893,22619929
2020-05-25,5.067999839782715,5.835999965667725,5.01200008392334,5.452000141143799,5.200605869293213,29207532
2020-06-01,5.581999778747559,6.889999866485596,5.570000171661377,6.874000072479248,6.557036399841309,35184295
2020-06-08,6.73799991607666,7.630000114440918,5.699999809265137,6.078000068664551,5.797740459442139,57137589
2020-06-15,5.834000110626221,6.478000164031982,5.77400016784668,6.234000205993652,5.946547508239746,30968939
2020-06-22,6.1620001792907715,6.521999835968018,5.849999904632568,6.01800012588501,5.74050760269165,23664811
2020-06-29,6.0279998779296875,6.314000129699707,5.980000019073486,6.079999923706055,5.799648284912109,18874744
2020-07-06,6.185999870300293,6.326000213623047,5.808000087738037,6.056000232696533,5.776755332946777,15836884
2020-07-13,6.139999866485596,6.579999923706055,6.110000133514404,6.409999847412109,6.114431381225586,19918743
2020-07-20,6.409999847412109,6.676000118255615,6.214000225067139,6.455999851226807,6.158310890197754,19642001
